"jrnID","desc","jrnTp","offsetAccID","nr","periodNumber","trDt","sourceID","accID","docRef","effDate","custSupID","invRef","bankAccNr","amount","vatID","vatDesc","vatPerc","vat_amount","vatToClaimAccID","vatToPayAccID","cs_custSupID","cs_custSupName","cs_taxRegistrationCountry","cs_custSupTp","cs_country","cs_website","cs_city","cs_bankAccNr","cs_bankIdCd","cs_telephone","cs_commerceNr","cs_streetname","cs_postalCode","cs_fax","cs_eMail","cs_taxRegIdent","cs_contact","accDesc","accTp","leadCode","leadDescription","leadReference","accountType","jrn_jrnID","jrn_desc","jrn_offsetAccID","jrn_bankAccNr","jrn_journaltype","file","fiscalYear","startDate","endDate","curCode","dateCreated","softwareDesc","companyIdent","companyName","taxRegistrationCountry","taxRegIdent","linesCount","totalDebit","totalCredit","effMonth","grootboek","dagboek"
"20","Dom Perignon 1995 “White Gold Jeroboam”","B","1100","1:1",1,"2016-02-15","Manual entry","1100",NA,"2016-02-15","18",NA,"1111111111",-6500,"2","BTW hoog tarief, exclusief","21.000",-252,"1520","1500","18","Rakers Sport B.V.","NL","S","NL","www.rakerssport.nl","Amsterdam","0123456789",NA,"071  1234567","32032746","Willem de Zwijgerlaan 352","1055RD","1055RD","info@rakerssport.nl","info@rakerssport.nl","TH de Boer","Bank","B","16","Liquide middelen","BLimBanRba","Balans","20","Bankboek","1100","1111111111","Bankboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,2,"1100 - Bank","20 - Bankboek"
"20","Dom Perignon 1995 “White Gold Jeroboam”","B","1100","1:2",1,"2016-02-15","Manual entry","2100",NA,"2016-02-15","18",NA,"1111111111",6500,"2","BTW hoog tarief, exclusief","21.000",-252,"1520","1500","18","Rakers Sport B.V.","NL","S","NL","www.rakerssport.nl","Amsterdam","0123456789",NA,"071  1234567","32032746","Willem de Zwijgerlaan 352","1055RD","1055RD","info@rakerssport.nl","info@rakerssport.nl","TH de Boer","Netto lonen","B","16","Liquide middelen","BSchSalNet","Balans","20","Bankboek","1100","1111111111","Bankboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,2,"2100 - Netto lonen","20 - Bankboek"
"20","ontvangst","B","1100","1:1",3,"2016-03-14","Manual entry","1100",NA,"2016-03-14","22",NA,"1111111111",10000,"2","BTW hoog tarief, exclusief","21.000",-252,"1520","1500","22","Fittsport BV","NL","C","NL","www.fittsport.nl","'s-Hertogenbosch","0123456789",NA,"073  2345678","55419755","Leyenseweg 235","5222","5222","info@rakerssport.nl","info@rakerssport.nl","Karin Ballegooier","Bank","B","16","Liquide middelen","BLimBanRba","Balans","20","Bankboek","1100","1111111111","Bankboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,3,"1100 - Bank","20 - Bankboek"
"20","ontvangst","B","1100","1:2",3,"2016-03-14","Manual entry","1300",NA,"2016-03-14","22",NA,"1111111111",-10000,"2","BTW hoog tarief, exclusief","21.000",-252,"1520","1500","22","Fittsport BV","NL","C","NL","www.fittsport.nl","'s-Hertogenbosch","0123456789",NA,"073  2345678","55419755","Leyenseweg 235","5222","5222","info@rakerssport.nl","info@rakerssport.nl","Karin Ballegooier","Debiteuren","B","14","Kortlopende vorderingen","BVorDebHad","Balans","20","Bankboek","1100","1111111111","Bankboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,3,"1300 - Debiteuren","20 - Bankboek"
"20","ontvangst","B","1100","1:1",2,"2016-02-26","Manual entry","1100",NA,"2016-02-26","22",NA,"1111111111",-6500,"2","BTW hoog tarief, exclusief","21.000",-252,"1520","1500","22","Fittsport BV","NL","C","NL","www.fittsport.nl","'s-Hertogenbosch","0123456789",NA,"073  2345678","55419755","Leyenseweg 235","5222","5222","info@rakerssport.nl","info@rakerssport.nl","Karin Ballegooier","Bank","B","16","Liquide middelen","BLimBanRba","Balans","20","Bankboek","1100","1111111111","Bankboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,2,"1100 - Bank","20 - Bankboek"
"20","ontvangst","B","1100","1:2",2,"2016-02-26","Manual entry","2100",NA,"2016-02-26","22",NA,"1111111111",6500,"2","BTW hoog tarief, exclusief","21.000",-252,"1520","1500","22","Fittsport BV","NL","C","NL","www.fittsport.nl","'s-Hertogenbosch","0123456789",NA,"073  2345678","55419755","Leyenseweg 235","5222","5222","info@rakerssport.nl","info@rakerssport.nl","Karin Ballegooier","Netto lonen","B","16","Liquide middelen","BSchSalNet","Balans","20","Bankboek","1100","1111111111","Bankboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,2,"2100 - Netto lonen","20 - Bankboek"
"20","testboeking","B","1100","1:1",2,"2016-03-28","Manual entry","1100",NA,"2016-03-28","33",NA,"1111111111",391842.46,"2","BTW hoog tarief, exclusief","21.000",-252,"1520","1500","33","Koroma","NL","B","NL","www.fittsport.nl","'s-Hertogenbosch","0123456789",NA,"073  2345678","55419755","Leyenseweg 235","5222","5222","info@rakerssport.nl","info@rakerssport.nl","Karin Ballegooier","Bank","B","16","Liquide middelen","BLimBanRba","Balans","20","Bankboek","1100","1111111111","Bankboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,3,"1100 - Bank","20 - Bankboek"
"20","testboeking","B","1100","1:2",2,"2016-03-28","Manual entry","1300",NA,"2016-03-28","33",NA,"1111111111",-391842.46,"2","BTW hoog tarief, exclusief","21.000",-252,"1520","1500","33","Koroma","NL","B","NL","www.fittsport.nl","'s-Hertogenbosch","0123456789",NA,"073  2345678","55419755","Leyenseweg 235","5222","5222","info@rakerssport.nl","info@rakerssport.nl","Karin Ballegooier","Debiteuren","B","14","Kortlopende vorderingen","BVorDebHad","Balans","20","Bankboek","1100","1111111111","Bankboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,3,"1300 - Debiteuren","20 - Bankboek"
"20","testboeking","B","1100","1:1",2,"2016-03-28","Manual entry","1100",NA,"2016-03-28","35",NA,"1111111111",-1000,"2","BTW hoog tarief, exclusief","21.000",-252,"1520","1500","35","CJIB","NL","S","NL","www.fittsport.nl","'s-Hertogenbosch","0123456789",NA,"073  2345678","55419755","Leyenseweg 235","5222","5222","info@rakerssport.nl","info@rakerssport.nl","Karin Ballegooier","Bank","B","16","Liquide middelen","BLimBanRba","Balans","20","Bankboek","1100","1111111111","Bankboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,3,"1100 - Bank","20 - Bankboek"
"20","testboeking","B","1100","1:2",2,"2016-03-28","Manual entry","1600",NA,"2016-03-28","35",NA,"1111111111",1000,"2","BTW hoog tarief, exclusief","21.000",-252,"1520","1500","35","CJIB","NL","S","NL","www.fittsport.nl","'s-Hertogenbosch","0123456789",NA,"073  2345678","55419755","Leyenseweg 235","5222","5222","info@rakerssport.nl","info@rakerssport.nl","Karin Ballegooier","Crediteuren","B","22","Schulden","BSchCreHac","Balans","20","Bankboek","1100","1111111111","Bankboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,3,"1600 - Crediteuren","20 - Bankboek"
"20","testboeking","B","1100","1:1",10,"2016-10-30","Manual entry","1100",NA,"2016-10-30","35",NA,"1111111111",11162,"2","BTW hoog tarief, exclusief","21.000",-252,"1520","1500","35","CJIB","NL","S","NL","www.fittsport.nl","'s-Hertogenbosch","0123456789",NA,"073  2345678","55419755","Leyenseweg 235","5222","5222","info@rakerssport.nl","info@rakerssport.nl","Karin Ballegooier","Bank","B","16","Liquide middelen","BLimBanRba","Balans","20","Bankboek","1100","1111111111","Bankboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,10,"1100 - Bank","20 - Bankboek"
